run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_mem_mb
1,vase,300,1200,float32,cuda,0.00018567700044513913,0.0001913699998112861,0.051076552999802516,0.010386148000179674,0.0052034479995199945,0.0006471770002463018,0.007310447000236309,0.1621069559996613,0.23710777599990251,262.55615234375
2,vase,300,1200,float32,cuda,0.00013774800027022138,0.0001668169998083613,0.0455231880005158,0.009004654000818846,0.004906147999463428,0.0006394199999704142,0.0074171429996567895,0.15187573399998655,0.2196708520004904,262.55615234375
3,vase,300,1200,float32,cuda,0.00013901500005886192,0.0001733290000629495,0.04578100000071572,0.008583742000155326,0.0046961309999460354,0.0007402689998343703,0.0075193490001765895,0.15684991800026182,0.22448275300121168,262.55615234375
4,vase,300,1200,float32,cuda,0.00015444600012415322,0.00017988099989452166,0.048147101000722614,0.008870100000422099,0.004853292000007059,0.0007978249996085651,0.007355228000051284,0.14840970899967942,0.21876758200050972,262.55615234375
5,vase,300,1200,float32,cuda,0.00014329500027088216,0.00016230999972322024,0.04440582999995968,0.008543015000213927,0.004454389999409614,0.0007641559996045544,0.0073832880007103086,0.1486361110000871,0.2144923949999793,262.55615234375
6,vase,300,1200,float32,cuda,0.00010921299963229103,0.00013899900022806833,0.04447285500009457,0.008464945000014268,0.0044720389996655285,0.000709359000211407,0.007360214999607706,0.14763909300017986,0.2133667179996337,262.55615234375
7,vase,300,1200,float32,cuda,0.0001512830003775889,0.00025382400053786114,0.04403203899983055,0.009252488000129233,0.004496090999964508,0.0007515179995607468,0.007411044000036782,0.14911388599921338,0.21546217299965065,262.55615234375
8,vase,300,1200,float32,cuda,0.0001253099999303231,0.00016621899976598797,0.045341730000473035,0.008449980000477808,0.004451844999493915,0.0007118930006981827,0.007394459999886749,0.14924433999931352,0.21588577700003952,262.55615234375
9,vase,300,1200,float32,cuda,0.00014866799938317854,0.0002445660002194927,0.045112638999853516,0.009465377999731572,0.0049438300002293545,0.0007890629995017662,0.007397016999675543,0.148916090000057,0.21701725099865143,262.55615234375
0,vase,625,2500,float64,cuda,0.0001590270003362093,0.00027056399994762614,0.04390722200059827,0.0105624980005814,0.005583643000136362,0.003001799000230676,0.05024983300063468,1.2925957730003574,1.4063303590028227,2205.984375
1,vase,625,2500,float64,cuda,0.00015385899951070314,0.00018478199945093365,0.0449351379993459,0.008929691000048479,0.005588721000094665,0.003008663000400702,0.05026942699987558,1.2854402009998012,1.3985104819985281,2205.984375
2,vase,625,2500,float64,cuda,0.00016025900004024152,0.0001825540002755588,0.04420180499982962,0.00846928100054356,0.005500275000485999,0.00300308199985011,0.05024150600002031,1.2863855449995754,1.3981443070006208,2205.984375
