run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
9,banana,1250,5000,float64,cpu,0.00029154900039429776,1.9300205167382956e-07,0.019459937000647187,0.005015494003600907,0.007445465002092533,2.235738968000078,8.875622463001491,2.820015652105212e-07,11.143574351011921
0,banana,1250,5000,float32,cpu,0.00019847799921990372,1.6999911167658865e-07,0.016512279002199648,0.004539369998383336,0.006881227000121726,1.118355493999843,4.56404458399993,2.0299921743571758e-07,5.710531804998027
1,banana,1250,5000,float32,cpu,0.00022718400214216672,1.0300209396518767e-07,0.016183310999622336,0.004554952000034973,0.006523019997985102,1.1224262209980225,5.226276739998866,3.7800054997205734e-07,6.376191908999317
2,banana,1250,5000,float32,cpu,0.00022385999909602106,9.799987310543656e-08,0.016467101999296574,0.004629379996913485,0.006518709000374656,1.1188429490030103,4.5606775890009885,1.8399805412627757e-07,5.707359870997607
3,banana,1250,5000,float32,cpu,0.0002275179977004882,1.00000761449337e-07,0.015922973998385714,0.004622018997906707,0.00640191399725154,1.1589323439984582,5.219824734998838,1.949993020389229e-07,6.405931798988604
4,banana,1250,5000,float32,cpu,0.00022458799867308699,1.2500095181167126e-07,0.01925375100108795,0.004437555999174947,0.006393280000338564,1.115960836999875,4.540001919001952,1.7500133253633976e-07,5.686272231003386
5,banana,1250,5000,float32,cpu,0.00022787300258642063,9.900031727738678e-08,0.016436451998742996,0.004516494998824783,0.010055303999251919,1.1435522819992912,5.310842380000395,1.9299841369502246e-07,6.485631077997823
6,banana,1250,5000,float32,cpu,0.0002178089998778887,1.00000761449337e-07,0.01593976200092584,0.0044740570010617375,0.006427404998248676,1.1250534280006832,4.570602833999146,1.8799983081407845e-07,5.722715583000536
7,banana,1250,5000,float32,cpu,0.00027011800193577074,1.8199716578237712e-07,0.016528952000953723,0.004593720001139445,0.006781776999559952,1.1174105760001112,5.259612769001251,2.0600054995156825e-07,6.405198300002667
8,banana,1250,5000,float32,cpu,0.00020399599816300906,1.0800067684613168e-07,0.016051045000494923,0.004578699998091906,0.006767922997823916,1.1274287269989145,4.6772419340013585,2.1999949240125716e-07,5.832272652995016
